labels	text
0	the beach was too cold today but volleyball was fun
0	headed back out into the fields next week.
1	if social media was a public office, would be the governer for wa state
0	raining again should really get new umbrella
0	listening to some taylor swift song. it is so sad!
1	yaaay! all those movies that end with the main character being liked for who they are not who they tried to be-- i finally
0	alas my voice has alluded me and i am nothing but a squeak when i try and talk. if you find it make sure to tell her to go home.sigh
1	well a thanx for finding me cute and random. 2 of my favorite things!
0	i had so much enegry when i got off the bus and convinced myself i would go for a run, then the sun decided to go to sleep
1	just enjoying the view while at work. sometimes u gotta love working outdoors
0	what!! well that is not good sorry honey i was convinced that i did. i am sending u one asap, i will send you level 2 so u can glow
0	then off into the wide world. wonder where we will end up! hope not the northern territory
1	oooo yea i like it. i was jammin to that haha. i had to play it twice lol.
1	don not suppose you watched the apprentice! .found it amusing that the winning candidate will be working in wouldigital signage'
1	ughh. i get everything i need to write. and everyone decided we are leaving. great. i will be back, no worries! xo
1	omg i got nominated for 10 teen choice awards! ahhh thank u so much i love u guys
0	haha. melbourne was fun, i am so annoyed to be home, just makes me realise how shit adelaide really is
1	unless you cracking one off in the cinema whilst you watching, then it hurts everyone,
1	aha, well never mind - 3 days off is cool! i am off to the beach on the east coast! bit of sun and sea air! xx
1	- ooh so cute
0	oh y was with her in petrson
0	lol i feel you, but now smoking is giving me problems haha.
0	ok so i really like miley cyrus' song climb but her voice is just so annoying i wish someone else sang it
0	a teddy bear hit my mouth
0	good morning tweeple bout to get ready for class my 2nd day of summer school smh this sucks
0	in the land of economics gdp and cashflows bore the hell outta me
1	i see my stalk tweet one of ur favs! i don not mind u letting the world know it was bound e out sooner or later!
0	i almost forget, portuguese test too, i don not know nothing too
1	yep! so nice to see you tonight! lovely as always
0	twitter can apparently not be updated from my phone. &quot;http access forbidden&quot;
0	i noticed that, that is so awesome, and that sounds great, i wish i could go to, but i can not.
0	nope, they don not honey. i don not know for others but mine is not.
0	dylan sprouse.why haven not got you a twitter!!
1	is sitting with her feet in a bowl of freezing cold water
0	eh bored hair dye smells really funny it also gives headaches
0	stuck in gym with eleveners
0	ok its ff soooo why isn not anyone following meeee! lol ughhhh i have some lazy a%# followers they wont even help me out
0	it is june 18th and it is pouring rain
1	- miley your soooo funny hahahaha
1	i never run out of hugs
0	omg topanga what have you done to your face
0	is shit at playing halo
0	has a really really sore throat
0	it makes me cry every time i watch 'you saved my life&quot;.
1	anyone looking for an exceptional, lovable, talented interactive art director! i am your woman
1	i didn not need to read the instruction manual to get started, always a plus it is bigger than curve though
1	i want palm pre
0	just set my alarm clock for 6:30 am. wow, i haven not done that for two weeks straight
1	sounds good mate what kinda dj sets you playing!
0	help. i just started twittering and i don not have one friend
0	i can not wait for new moon ! it is so far away
0	oh, that is still cool anyways. i wanna go to a jb concert but my mother wouldn not let me buy tickets when i had them on tm
1	haha! be careful, i might take you up on that kind offer.but i insist you have one too.goose/tonic hold the goose
0	i was scrolling through all today is tweets and gregg happened to see his name and has now nixed the solifer too.
1	was woken up by a lovely phone call from the boy. what a great start to my monday. i have a feeling it will be great.
1	roasting yet another chicken! what can i say - i will do anything to make my lovely wife happy
1	meeee
1	darn it! no babysitter. gl to the next person happy friday
1	lol! i was thinking the exact same thing when i walked out to the barn while twitter was down. seriously good idea.
0	happy about tonight, but still pissed at dumbass erik about last night
1	hanging with aliciaaa i am happy.
0	aww thankss! i miss youu too we shouldd get togetherrr this summer with everyone!&lt;3
0	no, i didn not leave it. i just want more
0	so, yeah. i missed my flight, delta was mean to me. so i am here until sunday. sucks, because i am missing whitewater rafting.
1	wow, really!! was it released today! great for you!
1	that almost sounds like it could be the title of a ic book series
1	just finished watching twiligh watching some movie called misery
0	this is my 100th twitter. sorry, i dont have anything awesome to say
0	3 trains torched in bihar.heartbreaking videos on national news! i want to burn down those mobs houses :x
0	missing atmedia but the rain at glastonbury has stopped (for the moment)
0	making myself feel very sick thinking about the amount of work i have plete today
1	pssst. is still behind you, don not say anything you shouldn not!
0	i didn not mean to ruin it, i swear.
1	i am done snapping. for today! lots of dipes going out today could it be yours!
1	is finally home after a long day. but plaints. life is good
1	yeh we are all good thanks! mmm he cooked stir fry, was really nice!
1	because, if people do not make a bit of drama, the life of them es pathetic
1	how did you know my horse didn not have a name! we just call them da ponies for now
1	it is a sunshine day!
1	gonna hit the gym!bikram yoga! sweat it out!
1	i hate this iphone keypad thing. tryin to sleep . &amp; listening to &quot;love is gone&quot; nighttt twitter world!
1	no punching i liked it. and i wants more. now you have me thinking about mine, argh!
0	i absolutely love moulin rouge, but it makes me so sad every time i watch it.
1	i am so loving that josh groban is tweeting! anyone else diggin' it! x
0	i forgot how much i missed stickam
1	a certain australian i follow has made almost 7,500 tweets and nearly every one of them has been plaint about something
1	just had a discussion with the kids. they told me our main goal on vacation is to find bikini bottom (where spongebob lives). lol
0	i am sorry i can not hang out tonight! having to work sucks!
1	very cool ! &lt;3 xx glad that made you happy
1	just cooked a deliously yummy meal for dinner!
0	are we heading to another service! it is not showing up live for me!
0	i need something 2 make me less depressed cuz of me now being a freshman
0	dailybooth wont let me on and i thought maintenance was only going to be 15 mins not hours!
0	time for bed, good night twitters tomorrows gonna be a boring day x
0	come on now u know i am not talkin bout u. where u going! jk yes i am talking about u
1	no point, my car runs on diesel.
1	i like the dressy white top i am wearing today! bought it half a year ago and today is the first time i wore it out! lol.
1	lol well thanks, ur hot too!
0	still at home with bronkit and asthma. guatemala and baghdad in the same month were too much for my body i need to rest, says my body.
0	i just read. cant you go! oh what a pity. but you will have other chances.
1	do you like spongebob taylor! what cartoon you like the most! sory bout my terrible english
1	yipikaye.i love this moment
0	no i just don not know what flash dance is
0	to my blog! how annoying, it is driving me mad on here
0	out on the lake. no twitter &lt;3 paola
0	is ill and very pissed off ;-)
1	good point, good point. must be a crazy person thing
1	says karma down ( i dont want to read the eco book, i would rather read lit
0	is back is back. i really need to start doing things that are more productive
0	doin errands can not do all via internet! setlist party 4 aerosmith 2nite. fun w/great peeps! rockin n rollin all nite long! &lt;3 lumina
0	just occured to me: i am acting like a 3rd grader. yeah, well, my 3rd-grade-ness is justified! missing jake
1	phew.good.normal for once
1	i love shoppin for shoes.cant beat it or trainers lol
1	i ate till it hurt last night
1	i wish you where my grandpa why is the cherrycoke so expensive!
0	lol emmett wont do a dance off again
1	well you rock too
1	however, i like the fact i am getting on with chapter 20, i like the library cappuchinos and i like the fact it is nice today!
1	oh, that is cool! well, goodluck. hope you will have a fun concert. haha
1	sway sway baby.need to make our short stack t-shirts. you boys will love them i promise
1	good luck tomorrow babe will be thinking about ya
0	he is been working a lot lately, but
1	i loveddd another cinderella story i think i just fell in love with selena gomez
0	wow i just had the worst horror dream ever. i don not want to go back to sleep.
1	hello lisa! i am quite a fan of absinthe too
1	working on the new t2t site.
1	temp is currently 42* f, not to exceed 58 - perfect weather. if it doesn not rain. 40% chance, looks clear right now!
0	totally disapointed in the dessert at the ritz in dc! oh well at least i didn not waste the calories on it. ok maybe a little!
0	leaving work soon only to go to class
0	i keep reading actor is updates and i e sadder and sadder because i am never gonna be a part of that fabulous world.
1	what is a delicious treat after working out! a $5 sandwich at subway. you can not make a sandwich that cheap unless it is bologna and cheese
1	hey girl, just was thinking about you today. hope youre doing well we miss you!
1	wow! ending of infamous is epic! this is a great game
1	what do u mean lol!. and 29 followers
1	another day at the waterpark going home now. pizza hut on the way
1	no probs! looking forward to your tweets.
0	has just had to get a rabbit put down. rip harold
0	really sad story:
0	cat scratched my puppy pretty bad. maybe now she will learn to back off and leave the cats alone. and my goldfish is dying
1	eating nuts &amp; fruit like a squirrel (gettin my omegas), working on small claims case. i will be getting my $. have so much evidence
0	i am but its with no one
1	you are a brave man, . no more happy juice in the morning! i need my senses a little dulled, or i might realize where i am.
0	my son has bad #eczema days, but we both saw another kid that had it really bad. hate to see when kids are robbed of their fun
1	anyone here playing simfriend! i kinda like it
1	cool, i will add you when i next go on neopets!
0	where you at!!! you have been mia
0	you mean drawing! yeah, me too
0	noooes! why!!!! i love my g1
1	also, many happy returns of the day, tomorrow! er, or something. and, yes, thank a veteran for storming normandy, too.
1	glad u liked post looking at the back end now.the sub 2 your blog is automatic. send url and i will verify.
1	aww florida back down. alabama 3; florida 2 ): ughh. they will pick it back up
1	tummy ache due to birthday cake/edible arrangement/ice cream overload.the best kind of tummy ache there is! thanks for the great bday!
0	what a crackin day! i feel like i am on holiday. so much housework to do though. wish my baby was with me today.i miss him! x
0	i hope she is not mad at me pleeeease text maddie, i love you sooo much :heart_suit:
1	baaaack home
1	does the bulk add in wpmu work! if so, how is it done. we can not seem to make it work and would like to
0	cute tarte stuff @ hautelook- but $8 shipping really cuts down on the savings if you are only getting one thing
1	im off to bed, damn how can i laugh that much as i did this evening! sick! like a three years old child. childish. eh eh eh. x nighti
0	back in france no my ipod is broked
1	hey thanks to and . always doing the retweets. thanks again.
0	hmmmm. today = , me = there is nothing to do on this cold rainy day! thank the lord for the beautiful 4days of sun we had! (&gt;-)
0	ah! won not be at rehearsal tonight we are awaiting the imminent arrival!
1	totally learning jasey rae on guitar
1	i love my mood! i haven not been this happy in a while
0	yeah. lost everything on my laptop. most of the things i can never get back
1	keisha told me
0	is sad to see another celebrity marriage bite the dust.
0	got caught in terrible traffic on the bus so got to the signing really late &amp; the queue was closed it was insane, security
1	: i am a sportswriter.i can not cheer!
0	i work 2 to close tues
0	hoping to pass this math test, but i am thinking i might fail. by this point it is either you know it or you don not and i . don not
0	i am so sorry to hear about your father us sxephil fans wish you and your dad all the best! we are by ur side
0	i am so sad to c my little sarcastik frnd lv 4 college
1	i joined twitter 236 days ago - ! huh, cool
1	ready to take on the next challenge.
1	happy anniversary my nerdy love
1	i am good.miss u tooooo! hurry back
0	miss him in midnight :'-(
1	aww get better.i dont think tessa wants to eat lunch with someone who is sick
0	you are not 12 ! :0 im losing interest in you
0	says sayang ang sirang slr
1	only 2 more days of school, how exciting is that, mucho!
0	someone take me home
1	how can i be full and hungry at the same time! oh well, i am
0	today is a sad running day
0	hehe i have done 1,666 however i just ruined that awesome number and it will now be 1,667 *sad realisation*
1	ahh its almost time cant wait im bored for the moment hahahah
0	so it is official marley &amp; me made me cry! such a wonderful movie! dogs are more than pets they are family! i miss my cheeco!
1	plinky: it is like the navy beeskneeeeeeees.
0	boring. i wanna go for taekwando
1	thanks when bwt d yu think theyre gna b onn ! ah im happy x
1	goodness, you are too kind. but thank you. i envy your talents more than you know have a fantastic weekend!
0	feel like junk food
0	sick but i look pretty. but oh god siiiiick.
1	on my way to tunica mississippi
0	thank you! i am thinking about some bands-but a lot is generic trash liking some indie electro lately though.
0	okay folks . need to sleep ! soo addict in everything peace
0	#ac aaron do you always ignore your male fans!
1	it would have been brilliant for bjp if a few cricketers were killed in india, right! a terrorist has to succeed only once
1	is cooking nigella is gammon with jersey royals and salad
1	#joy ~ doesn not isupercalifragilisticexpialidocious' just make you smile.
0	i didn not win tickets to see dane cook in ga, sorry liz.
0	i feel like shit again wtf
1	inner workings do some good exercise projects for learning xaml, it is what i have been doing for the past few days
0	dad now wants oxygen for &quot;when he needs it,&quot; doesn not want to be dependent on it. can not quit smoking.
1	oh yeaaaa i know
1	so i have seen the hannah montana move 2 times and it came out yesterday, is that a good thing! oh and im seeing in on monday aswell!
0	hey anyone know how i can get the city penthouse is furniture on my us account too i have the penthouse but no furniture
0	is ronery.
1	watchin &quot;wipeout&quot; makes my stomach hurt . but i like it , hahhaaa
1	im assuming &quot;lg traning&quot; is lifeguard training! dont worry, its more fun than you would expect and not at all diffucult to pass
0	just saw the chat in the forum you mentioned. it is sooooooooo sad xx
0	i am totally not going to pass my 203 course.
1	i just made a kissy face at maddie and she stuck her cheek out so i could kiss it. i love my kitty.
0	im already having anxiety and were not even there yet worst feeling ever
1	talking to aidan cant wait till her jets twitter!
0	got an email saying they have posted my sims 3. it will take 3-5 days wtff. i want it on friday though
1	watching toy story
1	aint that the truth! preach
1	i definitely share your disdain for spencer pratt and his creepy flesh colored beard. lol and for heidi. booooo.
1	yeah i know very sad
1	*faints* i want! everything looks good when its put through a fisheye haha
1	mm michael buble makes me smile so easily
0	ohh the agony. class may not be a possibility at all.
0	i want to go home so bad right now
0	i love my job but hate going to work haha frowny face.: i love my job but hate going to work haha frowny f.
1	bored. hungry. gave up on printing. you! &amp; lol at ur sistas text
1	yep, it is all your fault.
0	finshed english, revising biology.
1	fun does not happen without mitment to making a difference for other people.just saying and is the epitomy of this!
1	doesn not actually power off! this happens on my desktop machine. very annoying. just thought i would ask.
1	sleeping on public ground transportation is the way i roll.
1	mornin and by the way- your boys are great.
1	thanks bob!
0	i am sick and my head hurts so baaad
0	goddammit, i actually really wanted to go to the gym today, of all the days to hopelessly lose my locker lock.
1	'im representing tennessee, so i twang in my blue jeans' haha, jesse james
1	&quot;hurts&quot;!
1	the links that i deem tweetworthy are my expression of opinion. (via ) ment.
0	ohmygod i have thhe worst headache
1	50 first dates
0	the second one
0	my eyes are killing me today. red and burning. i think the pollen is finally getting to me
0	ugh! every time i get a drink frm kfc its always watered down! like ugh!
0	me, too. but i don not have rain, just cold.
0	gah why am i so mad about never seeing fallon again!!
1	yuppers! how was ur day!
0	ah hump day. i guess i will have to take mine without any humping
0	just got home from church. i hate home work!
0	trouble is i have no phone &amp; my hubby is traveling in nz for next two weeks with kids - so we will both be out of contact
1	snl operates just how i run my own life according to shatner:
0	can not log in to icq on my pidgin anymore #icq #pidgin
1	much cooler since i remembered to switch off the central heating
1	yay! glad the pies worked out!
1	hope you didn not get hurt too bad on base hope you get e home soon!
1	ty very much on my board designs
1	that is wonderful yamit.surprises are always a good thing have a fantastic day
1	magic rejuvenation.hmm i am thinking triple oxygen mask and a blissage105! hang in there!
1	come back to south florida and play a show with us! lol
1	definitely
0	haha, i had to spend a fb free day in your office yesterday what did you do to crack it!
0	never managed to get that to work without repaying
1	i.e july, right ! then i will definitely be passing by to show some support or help in anyway you would like me to.
1	ya gotta breathe, stretch, shake nd let it go! dont leh dem get 2 yo! they cant keep a good gyal down!
1	doesn not think it feels like friday today. which means i am in for a very pleasant surprise when i wake up tomorrow.
0	i really didn not like dollhouse. it was a bit meh. seemed to lack something. didn not really watch chuck. t:scc was brilliant though.
1	uh, huge! huge how/where!
0	don not you love me anymore! you are not playing our lexulous game.
1	wtf! the donald &quot;buys&quot; raw! yep. summerslam is just months away. check it:
1	yesshhh it sure is
1	ive previewed some on itunes and it sounded not bad! shall have to acquire it!
0	in scotland
1	thank you so much for your thoughts
1	that sounds crazy, but different. go for it. you will be pretty either way
1	as long as gibbs and gilchrist bat well, you can go save money on your drinks
0	can not walk, my foot hurtts
0	i am sorry ur having a bad night at work i hope it gets better! just stay positive and think it can only get better
1	gorgeous baby. bet u r so proud. u should be
0	you don not like star trek!
0	learning for university
1	i thought that became the new friday tradition!!
1	yay ive finished all my exam
0	jealous! i have i work
0	back for more fun @ work on a monday. yeah
0	made a large breakfast-for me. garlic rice w/scrambled eggs topped w/asiago cheese.yummy. but my rice always ends up soggy
1	haha heyyy so i finally got a twitter!
1	wow thanks a lot! i can not believe i didn not think of that. xd
0	uugghh vans with no socks was thw worse idea ever! my feet hurt and my heels agre bruised
1	twitter is my whole life. if yew go through my pages of updates yew will see every thought, song, and emothion that pops into my head.
0	y marccelo! she fue
1	will as soon as i can get p it wont do it from my phone x
1	okay okay incubus reminds me of last december and wafi
0	k just a newbie to twitter, but it won not let me save the changes in my background, not sure how to fix
1	check out the website link - it is from - good cause
1	about the blakets after traumatic experiences. common sense screams out &fort&quot;and &quot;security blanket&quot; lol just teasing
1	website ing right along man you guys have a lot of info on there though lol
0	haha. damn. i wanted e.
0	i hope so dude. just finished the exam. crash and burn baby.really axed that i might not be able to make it out to lof launch
0	everytime i try to check it out the page never loads or takes too long and i surf away
0	zombie today. so sleep deprived, courtesy of the neighbors' party that lasted til 3am. every night this week.
1	morning tweeple hope you all have a great monday
1	even me from symbi. scit to be precise has got is number i guess
0	i feel ill. i am not keen on pizza hut chocolate cake. or cold pizzas. or silly pizza hut drivers without sat nav.
1	i am loving the heat
1	so close! we will all have to do a bay area meet up!
0	yeahh i hope not, im not looking forward to re-downloading everything onto it though
0	night. hope to make the most of the last days of a small school. high school, here i e.
0	my kid cheats at hiho cherry-o
0	aww demi. you were supposed e to monterrey. now i will go to one of your concerts at usa cause you ing ily
0	god why do i miss him soo much when he is gone!
0	haha nice ball skills, stevie! i hope barca is warmer than here, sunny but freezing!
1	: very funy, lėktuve, ore !
1	yea kelsey ing over
1	chillen wit s.l.s.c fashoo!
1	ooohhh titanic is on!
1	well my curfew is 12 for driving, so i e over at 630! and leave at 11!
0	i really want to go back wit them now.this sucks
1	i dont think i could love my life.or and more
1	still need to hang out again mama
0	really wants to spend the day with mom but instead i will be spending it at work where i spend all of my time.
0	o hashbrown.my love! ;) oh, happy day! but i would rather stay at the idignity event helping the homeless then go to the office!
1	yet they are so cute. heh. i have heard cayenne (or i am guessing any other hot pepper) repels them.
1	hi chaka! i miss you.
1	sony, nintendo and even apple can suck my d! x3 is gonna rock! #e3
1	oh boy i am getting sleepy, i am sending out empty tweets, but yeah, follow my last tweet. she very special lady!
0	munications technology class next to chantal, have nothing to do
0	iz going 2 olkohoma city n 3 weekz 4 a vacation.just wish my rikki soga waz gonna b there w/ me them thu.
0	btw: hotd:overkill keeps locking up
0	fkkn 80 bucks 4 a full tank of gas; it is going up again &amp; wen i was filling gas the wind lifted up my dress lol so embarrasing!
1	hey amanda! enjoy it while it lasts, you deserve it, pretty girl!
0	nerding out. reading some breaking dawn until it is time to go to work
0	fuck! i didn not know the freemont solstice parade was today!
1	how is the thrift shopping out there! me and my girls wanted to go to idaho, indiana, or arkansas to find hidden vintage.
0	i spent many hours today making the key algorithm that holds all the other algorithms together. it needs tweaking, badly
1	ha ha. i should be so lucky
0	i did say sorry
1	lol the fact you love b&amp;n is more important then your hight
0	i am so sorry to hear that. my thoughts go with you and your family. what a tough thing.
0	yeah, oh well i guess. maybe some day
1	yes clearly u 4got.i am gettin in the shower, jus finished workin out wit nuke
0	blocked nose and headache is one of the worst situation
0	i am always feel hungry, oh no it is make me fat
0	oh no! that just my my heart sink for you!
0	head hurts yuck.
1	no way. you look very pretty! and that is a cute dress!
1	anyway , i just finished reading almost everyone is updates that i am following . especially she rocks my life . lol .
1	just followed
0	yup!lol,never thought it wud b that bad hehe i felt so stupid!
0	im sick some more chicken nodle soup, then im going to bed.
0	did you bring yer moms cell phone! i keep trying to call it but it goes straight to the answer machine, so i guess not.
0	rockin the lab, if only my laptop wasn not riddled with disease
1	this thing really demands a lot of time! anyways, gotta get some breakfast and watch naruto is latest episode
0	i can not cook
1	glad all went well. enjoy being waited on
1	wow, history isn not that hard! it is about the united states of america, and how it became independent! it is actually interesting!
1	in the sun, so much fun with just me &amp;my book
0	what the heck! my cavalade is gone!
1	, we hope all is well and love seeing photos of baby cora! yes, we are fans.
1	for being on meds that say no alcohol, i am holding my own. haven not passed out yet it just works faster
0	misses that man, must be this rnb.*turns music off*
0	locked out of friendfeed account. pw no longer works. verification email does e for hours
0	finished reading my sister is keeper. my face will be bloated for the next few days. any remedies!
1	thanks for the #followfriday sam! hope you and your other half are all good.
1	sounds like we are going to need to find more ways to be more interesting/interested
0	right i am going out tomorrow apparently to staples.
0	i cant believe its monday again
1	oh, you have time until the 13th, so no hurry no, doesn not have to be webcam, just look like it.
1	ily2 brooke! can not wait till tonight!
1	wahanda has reached 500 followers! e to all newbies
1	หลังติดตั้ง�!ล้วผมเปลี่ยน�!ลับเป็นภาษาอัง�!ฤษได้หมดนะ (admin &gt; language support) �!ต่ป�!ติผมใช้ภาษาไทย
1	overslept.going to tenerife friday! yeah
0	that is a sad story.
1	you are so right about #hadopi ! i would add sarkozy is worst than everything ! have a good day
0	funny home videos. wah. lonely
1	brilliant! thats my friday night sorted! dont forget to say hi too rosscarbery
0	can not believe tetris is 25 years old. also can not beleive im that old
0	oh poop i bet i am too late for the cake now
0	in the bed with a stomach ache oooooh why me! or should i say why not me. «blah«
1	who made mango pudding ! i love my daughter
0	i dont feel well i got a dentist appointment later.
0	wheeey mcfly was amaazing,both times actually so fun,my voice is gone now though
0	i am busy converting my hd movies audio into ac3 as my wd tv box does not play digital audio
1	g'night biffle! hopefully you will stop feeling like that soon
1	hurrah for both lego and ms4. sounds like a good match
1	wow cute pic
0	lucky on mondays and fridays i finish at 3.20. and tuesdays and thursday i finish at 4.20 it is mega lame
1	will be blogging about an amazing experience for the next at least 30 minutes. no interuppting!
0	rain, thunder, lightning, 80 mile an hour winds. i am scared
1	colbert, leno, fallon, and next week conan! late night tv is awesome
1	still in bed enjoying the spring sunshine streaming in the window, woke at 5am rigid, extreme pain and exhausted but i am positive today
0	@ maracaibo, again &gt;(
1	just got braces on .ugh but i got 4 not three so much happier with that cant wait to get them off now hah oh well ill get straight teeth
1	&amp; another on those fat cheeks!
0	yeah ill get out round midnight or 1a. prolly won not make it
0	i wish pck is stupid (irritating) rap would stop playing already. it aggravates headaches -
1	let us know what you think
1	12 game to manage today
1	it is a sunday tradition i am trying to establish.
0	i hate bein home alone
1	and that kinda defeats the point of writing them. and if you like em you can follow me, i try to post at least one a day.
0	i am sorry to hear that. i know how much of a bummer that is. i will be here, slaving away on my research.
1	.watching jonas brothers on jetix! happyyyy!
0	no internet, now what do i do
0	gonna lie out in the sun 2day, back 2 work 2moro x
0	i get taylor presale and i want to go
1	listening to atomic kitten
0	just lost my two favourite people at work to alex hills. even better i have graphics to do d:
1	there is no pressure baby, iphone is smooth as silk. it is not even a choice
0	charlize hs2 stay in hospital 4 at least 5 mre days natalie cmes home tomorrow.we r going 2 hv a ltle party when charlize cmes home!
1	hey anni you were here . what are you doing
0	just had my hair cut it looks like shit
1	roger that, it happens. just wondering.
0	i think i need a new job
1	so &quot;biggest penis&quot; is now following me. i suppose i will take that as pliment!
1	noo your not haha loser!
0	i sometimes feel like the only person in the world without an iphone
0	exam on wednesday. tired of studying. i just can not focus.
1	working on my first *real* blog. i have sorta started these before, but this time it is in earnest!
1	i didn not win but i didn not lose though. drinking time!
1	well actually not even school, were going to the beach 4 swimming,bowling &amp; crazy golf! xx
0	- i failed a test ¬¬ my cd is so faaaaaaaaaar away
1	aw you are so cute! *hugs*
1	hey cynthia thanks for following, looking forward to our future tweets.
0	wish i could too. too many people like that guy in the world.
0	sorry my email is down and i am unhappy
0	and lone star stories has also closed, right!
0	morning tweets! on the road again later.8 hrs.
0	feeding libby . havent been to bed yet . its gonna be a really long day and i wont get a nap . lame
0	iam watchin britains got more talent i loooooovvvvveeeee diversity whoooooo they won! but i also loved stavour flatly
0	i need something clever to put here
1	have a fabulous day in nz dahhling goodnight/mornting lol
0	i just tylenol would myself up. man i hope i can fall asleep now
1	is my bff of tha day.always doin a hunnid luv her!
0	hey jonathan! registered but off work late &amp; to connect; but couldnt get into the room will there be a recording at all!
0	dm me ur bb pin.stupid phone erased everyone
0	i am just sick of stupid guys but for a moment u make me believe not all of them suck then i get back to reality
0	not having friends on twitter
1	looks like an interesting site for hebrew reading tech people
0	awu if tertandang something when yr toenails are short can cause ingrown nails. sakit
0	that really too bad.
1	no! i drink a lot of tea, but sunday morning coffee is a ritual. on the plus side, i have cut down on sugar. does that count!
1	nah, i am blessed to see anotha day. just talkin ish.
0	want my car back
1	usually get up at 7:30, but always b4 that. girl is gotta do her ahir, jewelry, etc!
1	thinking i am going to go fix some brownies they sound yummy!
1	ah, shucks. thanks for the #ff. much appreciated!
1	ok .jahmel i will be here.sure hope it all works out and this is the start of something great.
1	everywhere! this wkend i went back 3 x is to the same estate sale-i hope they didn not think i was stalking them!
1	i laugh at thought of you &amp; david/emily/eric/tj etc actually realizing wot the #twitterbones char is are getting up 2 on here
1	good morning! hope that you enjoy your run &amp; gym workout this morning. can not wait to hear some of your new songs. &lt;3pennie
0	i know! how have you been girl! i finished the last book of the twilight saga. sad it is over!
1	57 degrees the lowest today and 75 maximum but 71 for the current weather outside sunny with some random clouds outside! enjoy!
0	sooo bored dont want to go to soccer tonite
1	there r cash 4 gold stores on long island i guess it is
0	popery تو ذهنم مونده
0	i gots me a new harmonica my lips are numb fun though!
1	now all you need is a texas show
1	- plz follow me on twitter!
1	lol fatty much jokes. can i please get a reply loveyou xxxx
1	nice! so excited for the ing movie.
0	its just monday and i am already ready for it to be over.it was a long morning!
1	good morning .and good bye :/ g2g to school :/
1	spending the day at the ou is making connections conference where i will hopefully make some connections
1	yep this is cat from facebook! via
1	home for the night .finally
1	toasting what seems to be 100 waffles for the 4 farmer kids. they sure eat a lot.
0	i know what you mean.ive been cranky all afternoon
0	loves when the kids are sick
0	still sittin in the e.r. that is bad i gets no sympathy.
0	i got kicked off the nick and phyliss newman facebook for telling her to switch her profile pic
1	e to twitter, best!
1	i should read the post more often! scottish power you owe me money! yey!
0	melbourne was fantastic! cocktails and shopping.back to reality now.
1	some of us that didn not get to go are good fans too. plz don not forget about us too.
1	is looking forward to next weekend going shopping with bella, angela and nessie
0	dearie mcdearster, have you read the last pendragon book! its been out forever and i keep forgetting to buy it.
1	*flails* i missed the first 12 minutes of i am patti blagojevich! thank god to be outta there! *clicks record on tivo* better now!
0	fuck bridge traffic
0	i hate it when the fab foursome es the terrific twosome
1	lunch is ready according to my loud niece
1	when life is shit, it gives you a chance to realise how breathtakingly lovely people can be. thanks
0	ah i hate being nervous. amanda :] &lt;3
1	6 ways to indulge your ted talks addiction: what else needs to be on this list! #ted
0	always i listen that song i start crying, it makes me remember moments with my friends at primary school
1	i get to see my gorgeous gf in 21 days! i am so excited!
0	me too! lonelyandroid ):
1	u excited 2 b a freshman lol
0	a button to take rosberg on final lap #squarespace
1	mine is more of an academic pursuit than nythin else. dunt relly expect much of it but wanna be proved wrong
0	aww man.that sucks
1	banana republic
0	so one speaker never recovered lol fack! so the plate was crazy packed! dammit it i always miss the good nights! oh well.
1	ohhh. must get mot done have a fab day xxx
0	a i am here.just in case.i am not like the perfect funny friend but i`m here hehe
0	yay my grandads b-day 2moz but he is on holiday so i cant say happy b-day
0	yep im by myself mum, dad are steven are away (back 2m) and simon is at his gfs bit. i dont like tidying its rubbish lol
0	- i hurt my thumb i hate moving, i always get injured in the packing process.
1	of course. might be pletely different - i am just spreading rumors while i wait for exchange e back!
0	watching television, i dont like corey in the house.its stupid. my back is soo burnt, its gonna kill to lay down
1	i got an 11 month old 2 my left n a 1 month old 2 my right.omg. babysittin is the worst unless they sleep
1	an officer and a gentleman i thnk
1	wow that sounds amazing would love to see fireworks every week!
1	tennis. classy you play that sport!
0	its freezing
1	hope you will be able to join us for future editions
1	my work is done then. mhahaha!
1	getting ready for the trip to naoussa for a colleague is wedding. this will be fun
1	ooohhh. i understand. i never get sick of her so im on your moms side i guess your dad just likes what he likes.lol
0	took my mom to the airport work til 3 then maybe six flags.
0	omg crown uptown is closing!! that makes me really, really sad.
1	so i wanna thank u!cuz i really needed a change ur the best.n i plicated inthenicesway possible
1	awesome walked past the vvv popular skate park in my town that my sister successfully campaigned for yesterday
0	can not believe i only have $9 credit left ! no calling anyone for the next 5 days.
1	25 interesting ways and tips to use twitter in the classroom
0	lmfao oi! naughty
1	cool, you will look good
0	the caryatids with my niko bookmark.
1	another day.babysitting again
0	aww. i really wana go to 3oh!3, the acadmey is n you me at six but i think im goin 2 ss n the getaway plan is in 2wks
0	sick sick sick. i haven not been to school for 4days today is the last day of atl 3days.
1	hey dane.i saw you on oprah (sure alot of ppl did) funny
0	my phone will not turn on
1	sell that pos ps3 - xbox360 rocks in every way!
1	i got 7 new . lovely fishes.! . i need a new tank . n yea name the fishes.
1	ur folks met mine, last nyt in my dreams - sims like d invasion of the conscious &amp; d subconscious.e to my life!
1	i am back. hi leah. awww . it was fun talking smack to you!
0	swishy the fishy lives no longer
